Epoch,TrainLoss,ValLoss
1,0.16062288372903258,0.2613750245682029
2,0.105829268895291,0.23525590657494788
3,0.09180517808811085,0.19664474368788476
4,0.08460917855436738,0.19689701237650806
5,0.07908060921205057,0.17468279600143433
6,0.07490335866003422,0.1894907369170078
7,0.0709276967153356,0.18905294565267342
8,0.0667760530033627,0.1829693904796312
9,0.0630509834434535,0.19208509890839112
10,0.059597494332371534,0.19475621660781461
11,0.05618305705689095,0.1867144350395646
12,0.05328117780186035,0.19858529522668483
13,0.05028349582005191,0.19659350205992543
14,0.04787826656892493,0.18789811207111493
15,0.04594110997544753,0.18771522717420444
16,0.04381834558538488,0.18474477321602578
17,0.04195978196488844,0.18876275402861972
18,0.04048958011978381,0.19361128813998643
19,0.03912224787715319,0.18252587353074273
20,0.03805567148972202,0.19346375295589135
21,0.0367777430326552,0.1799597828540691
22,0.03558745128480164,0.1863370906821517
23,0.03465784301830305,0.18613391820081446
24,0.03378541024552809,0.18185698015745297
25,0.03288647347205394,0.18379766788593557
26,0.03209262176139935,0.19110897616591566
27,0.03131547176556007,0.1787988952426023
28,0.030728086738570318,0.1854798734881157
29,0.030195116191296965,0.1965769858554352
30,0.029440385455618032,0.19307972040287283
31,0.02888376366447758,0.19259985189798268
32,0.028442937065217947,0.1815303312831147
33,0.027975658961647266,0.18908687525017318
34,0.02755383719262239,0.18149937706631283
35,0.02716661209391581,0.18731006494788235
36,0.026824765541666264,0.19159624933503394
37,0.026388439566299722,0.18668356815049814
38,0.0260919367542138,0.1826854549175085
39,0.0258013460684467,0.1830174203875453
40,0.025365657671480565,0.19462760468555051
41,0.02520350904480831,0.19560098613417426
42,0.024774195998907088,0.18490465072005294
43,0.024678181121880943,0.18834919569104216
44,0.024311857519520294,0.1855200896429461
45,0.024095551860896316,0.18242909447398298
46,0.023796757481790876,0.17841599223225615
47,0.023698000106457118,0.19214400389166766
48,0.02348335329946634,0.1921512335538864
49,0.02303876696607551,0.1932905902003133
50,0.022958567486824216,0.18488368513279183
51,0.022819833467538294,0.18984145428552185
52,0.02250832737096258,0.1938825688043306
53,0.022419206808144982,0.1912670736742574
54,0.022265245322440123,0.1884750401557878
55,0.02214083996777599,0.1867779075752857
56,0.021882540168794425,0.1845679070020831
57,0.021739631196534312,0.18842697299497072
58,0.0216199185799908,0.19196264203204666
59,0.021504076389042108,0.18760679055785023
60,0.021391320470217114,0.19433144098797508
61,0.021242779573878726,0.19131075729464375
62,0.02101474748672666,0.19328427436046822
63,0.020855527179869444,0.1994786059787107
64,0.020897459621365005,0.2008479530381602
65,0.02068850596410197,0.19899552419435146
66,0.020562111092983067,0.1970316556304
67,0.020375906374003435,0.18941178813923237
68,0.020266735432921228,0.18725835324026818
69,0.020224443390159993,0.19240437603967134
70,0.020186714616578977,0.19682247174340625
71,0.02015859039651381,0.1960606562883355
72,0.019963533370881466,0.1942698284983635
73,0.019774067190450592,0.20128171457800753
74,0.01968071060003461,0.201541900288227
75,0.019578887270511807,0.19630827928005262
76,0.01946086837230502,0.19754689914542575
77,0.01941353104807235,0.18804875120174053
78,0.01936712631502667,0.19808416085880856
79,0.01927571334951633,0.19263522309619327
80,0.019215419807949583,0.20136315306258756
81,0.019161990415808315,0.19503902470649676
82,0.018999201683579263,0.19603311894244926
83,0.018981358731115186,0.19817436417174894
84,0.018912359689538544,0.20371842557607694
85,0.01889578976945297,0.20407194574904997
86,0.018764178364260777,0.1996151631654695
87,0.018766156060470118,0.2101885139249092
88,0.018596462336545053,0.19865102806063586
89,0.018610814405051437,0.20116741348837697
90,0.018344725597951864,0.19687567581964094
91,0.018301273258151236,0.19236842698829118
92,0.018362677349029362,0.20544866264559503
93,0.01838223561644554,0.19669917745645657
94,0.018254238326807278,0.20307225785976232
95,0.018137873089998154,0.19958320537278817
96,0.018082621552654214,0.20353507337182067
97,0.0181045667645899,0.2054398385591285
98,0.01798202191051599,0.19505599383697952
99,0.01798440158568524,0.2044968979303227
100,0.017827864006363058,0.1984529387812282
